Nr,TID,PID,x [mm],y [mm],t [sec],I [val],Len [mm],D2S [mm],D2R [mm],D2P [mm],v [mm/sec],α [deg],Δα [deg]
33,1,33,187.783,90.799,0,129.2,273.993,37.783,NA,1.124,NA,180,-91.397
34,1,34,183.848,93.611,0,119.8,278.83,36.71,NA,4.836,NA,144.462,-35.538
35,1,35,184.691,104.293,0,115.1,289.545,27.06,NA,10.716,NA,85.486,-58.976
36,1,36,186.378,116.1,0,98.8,301.472,17.26,NA,11.927,NA,81.87,-3.616
37,1,37,193.968,125.095,0,110.5,313.242,6.342,NA,11.77,NA,49.844,-32.026
38,1,38,193.687,128.469,0,92.3,316.627,6.758,NA,3.385,NA,94.764,44.92
39,1,39,193.687,130.999,0,93.2,319.157,7.876,NA,2.53,NA,90,-4.764
40,1,40,193.687,130.999,0,86.5,319.157,7.876,NA,0,NA,0,-90
41,1,41,194.53,124.814,0,90.8,325.398,5.87,NA,6.242,NA,-82.235,-82.235
42,1,42,200.152,108.791,0,97.9,342.379,17.71,NA,16.981,NA,-70.665,11.57
43,1,43,201.277,95.859,0,93,355.359,30.662,NA,12.98,NA,-85.03,-14.365
44,1,44,199.59,92.205,0,74.2,359.384,34.3,NA,4.025,NA,-114.775,-29.745
45,1,45,197.903,89.113,0,58.7,362.907,37.456,NA,3.522,NA,-118.61,-3.835
46,1,46,197.903,90.237,0,102.7,364.031,36.333,NA,1.124,NA,90,-151.39
47,1,47,198.466,102.325,0,111.8,376.132,24.234,NA,12.101,NA,87.337,-2.663
48,1,48,199.59,111.602,0,92.9,385.477,14.91,NA,9.345,NA,83.089,-4.248
49,1,49,198.747,114.413,0,114.1,388.412,12.169,NA,2.935,NA,106.699,23.61
50,1,50,194.249,112.726,0,114.3,393.215,14.986,NA,4.804,NA,-159.444,93.857
51,1,51,189.751,107.666,0,103.8,399.985,21.516,NA,6.77,NA,-131.634,27.81
52,1,52,189.47,105.417,0,118.5,402.252,23.635,NA,2.266,NA,-97.125,34.509
53,1,53,190.313,105.417,0,83.9,403.095,23.266,NA,0.843,NA,0,97.125
54,1,54,192,104.012,0,63,405.291,23.921,NA,2.196,NA,-39.806,-39.806
55,1,55,193.968,107.947,0,88.7,409.691,19.557,NA,4.4,NA,63.435,103.241
56,1,56,196.217,113.851,0,102.7,416.008,13.248,NA,6.317,NA,69.146,5.711
57,1,57,196.498,123.971,0,98.8,426.132,4.445,NA,10.124,NA,88.409,19.263
58,1,58,197.903,125.095,0,85.2,427.932,2.652,NA,1.8,NA,38.66,-49.749
59,1,59,197.622,123.127,0,83.5,429.92,4.217,NA,1.988,NA,-98.13,-136.79
60,1,60,197.622,112.164,0,93.2,440.883,14.558,NA,10.963,NA,-90,8.13
61,1,61,198.185,100.357,0,105.9,452.703,26.217,NA,11.82,NA,-87.274,2.726
62,1,62,195.936,91.924,0,115.2,461.431,34.833,NA,8.728,NA,-104.931,-17.658
63,1,63,191.438,86.864,0,76,468.201,40.584,NA,6.77,NA,-131.634,-26.702
64,1,64,190.876,90.518,0,122.7,471.899,37.159,NA,3.697,NA,98.746,-129.62
65,1,65,190.594,95.016,0,94.4,476.405,32.903,NA,4.507,NA,93.576,-5.17
66,1,66,190.032,102.887,0,93.2,484.297,25.691,NA,7.891,NA,94.086,0.509
67,1,67,190.032,105.698,0,112.1,487.108,23.133,NA,2.811,NA,90,-4.086
68,1,68,190.594,106.261,0,120,487.903,22.383,NA,0.795,NA,45,-45
69,1,69,190.594,106.261,0,124.7,487.903,22.383,NA,0,NA,0,-45
70,1,70,192.281,104.012,0,94.1,490.714,23.827,NA,2.811,NA,-53.13,-53.13
71,1,71,193.687,99.795,0,107,495.159,27.477,NA,4.445,NA,-71.565,-18.435
72,1,72,190.876,94.173,0,101.3,501.445,33.633,NA,6.286,NA,-116.565,-45
73,1,73,187.783,94.173,0,92.9,504.537,34.613,NA,3.092,NA,180,-63.435
74,1,74,187.221,98.108,0,104.9,508.512,31.198,NA,3.976,NA,98.13,-81.87
75,1,75,188.064,107.666,0,102.8,518.107,22.38,NA,9.595,NA,84.958,-13.173
76,1,76,191.438,116.662,0,81.8,527.715,13.143,NA,9.607,NA,69.444,-15.514
77,1,77,190.876,120.316,0,95.7,531.412,11.149,NA,3.697,NA,98.746,29.302
78,1,78,188.627,118.348,0,85.4,534.4,14.117,NA,2.988,NA,-138.814,122.44
79,1,79,187.783,111.04,0,107.4,541.758,19.8,NA,7.357,NA,-96.582,42.232
80,1,80,187.783,104.012,0,95.2,548.786,25.666,NA,7.028,NA,-90,6.582
81,1,81,187.783,98.952,0,108.2,553.846,30.198,NA,5.06,NA,-90,0
82,1,82,186.94,98.952,0,124.6,554.689,30.553,NA,0.843,NA,180,-90
83,1,83,186.659,104.293,0,105.8,560.038,25.986,NA,5.349,NA,93.013,-86.987
84,1,84,180.474,112.726,0,102.4,570.496,24.02,NA,10.458,NA,126.254,33.241
85,1,85,176.539,118.348,0,92.4,577.358,24.981,NA,6.863,NA,124.992,-1.262
86,1,86,171.76,121.441,0,93.2,583.051,28.84,NA,5.692,NA,147.095,22.103
87,1,87,174.009,114.975,0,90.5,589.896,28.571,NA,6.846,NA,-70.821,142.084
88,1,88,176.82,101.201,0,109.6,603.955,34.417,NA,14.058,NA,-78.465,-7.644
89,1,89,180.193,95.578,0,117.5,610.511,36.804,NA,6.557,NA,-59.036,19.429
90,1,90,183.004,84.615,0,94.5,621.829,45.26,NA,11.318,NA,-75.619,-16.582
91,1,91,181.599,82.366,0,92.1,624.481,47.876,NA,2.652,NA,-122.005,-46.387
92,1,92,179.631,78.712,0,62.9,628.632,52.009,NA,4.151,NA,-118.301,3.705
93,1,93,179.35,84.615,0,116.6,634.542,46.767,NA,5.91,NA,92.726,-148.973
94,1,94,179.631,88.832,0,112.6,638.768,42.896,NA,4.226,NA,86.186,-6.54
95,1,95,182.161,98.389,0,123.7,648.655,33.376,NA,9.887,NA,75.174,-11.012
96,1,96,182.161,104.293,0,116.7,654.558,28.581,NA,5.903,NA,90,14.826
97,1,97,183.567,105.98,0,106.1,656.754,26.386,NA,2.196,NA,50.194,-39.806
98,1,98,183.567,105.98,0,101.5,656.754,26.386,NA,0,NA,0,-50.194
99,1,99,183.567,101.201,0,101.5,661.533,30.252,NA,4.779,NA,-90,-90
100,1,100,183.286,98.952,0,101.4,663.799,32.302,NA,2.266,NA,-97.125,-7.125
101,1,101,183.286,97.546,0,134,665.205,33.509,NA,1.406,NA,-90,7.125
102,1,102,179.35,98.108,0,93.2,669.18,35.198,NA,3.976,NA,171.87,-98.13
103,1,103,178.788,102.325,0,99.4,673.434,32.263,NA,4.254,NA,97.595,-74.275
104,1,104,176.82,113.288,0,92.8,684.573,26.814,NA,11.139,NA,100.176,2.581
105,1,105,175.133,116.943,0,79.2,688.598,26.783,NA,4.025,NA,114.775,14.6
106,1,106,174.852,118.348,0,99.8,690.031,26.581,NA,1.433,NA,101.31,-13.465
107,1,107,176.258,113.288,0,87.4,695.283,27.304,NA,5.252,NA,-74.476,-175.786
108,1,108,176.82,106.261,0,114.3,702.333,30.888,NA,7.05,NA,-85.426,-10.95
109,1,109,176.82,102.044,0,112.9,706.55,33.801,NA,4.217,NA,-90,-4.574
110,1,110,177.944,97.265,0,109.3,711.459,36.714,NA,4.909,NA,-76.759,13.241
111,1,111,176.539,93.329,0,81.7,715.638,40.718,NA,4.179,NA,-109.654,-32.894
112,1,112,175.414,94.454,0,106.8,717.229,40.484,NA,1.59,NA,135,-115.346
113,1,113,174.29,98.389,0,64.2,721.322,38.198,NA,4.093,NA,105.945,-29.055
114,1,114,176.258,105.417,0,99.2,728.62,31.866,NA,7.298,NA,74.358,-31.588
115,1,115,176.539,108.791,0,120.1,732.005,29.517,NA,3.385,NA,85.236,10.879
116,1,116,176.539,110.196,0,116.2,733.41,28.696,NA,1.406,NA,90,4.764
117,1,117,176.539,106.261,0,81.4,737.346,31.101,NA,3.936,NA,-90,-180
118,1,118,176.82,97.827,0,102.6,745.784,36.967,NA,8.438,NA,-88.091,1.909
119,1,119,175.977,92.767,0,88.8,750.914,41.502,NA,5.13,NA,-99.462,-11.371
120,1,120,175.695,92.486,0,130.7,751.311,41.894,NA,0.398,NA,-135,-35.538
121,1,121,175.414,95.297,0,131.3,754.136,39.82,NA,2.825,NA,95.711,-129.289
