Nr,TID,PID,x [mm],y [mm],t [sec],I [val],Len [mm],D2S [mm],D2R [mm],D2P [mm],v [mm/sec],α [deg],Δα [deg]
33,1,33,190.712,101.415,0,61.8,110.056,16.735,NA,3.172,NA,-4.764,62.403
34,1,34,193.346,102.732,0,46.7,113.002,15.226,NA,2.945,NA,26.565,31.329
35,1,35,194.927,103.258,0,56.9,114.668,14.353,NA,1.666,NA,18.435,-8.13
36,1,36,195.453,104.576,0,63.8,116.086,14.92,NA,1.419,NA,68.199,49.764
37,1,37,194.663,108.79,0,61.5,120.374,18.71,NA,4.288,NA,100.62,32.421
38,1,38,193.61,111.688,0,55.9,123.457,21.699,NA,3.083,NA,109.983,9.363
39,1,39,190.185,113.268,0,65.5,127.229,24.974,NA,3.772,NA,155.225,45.242
40,1,40,186.497,114.585,0,72.3,131.145,28.351,NA,3.916,NA,160.346,5.121
41,1,41,185.18,111.424,0,77.1,134.569,27.06,NA,3.424,NA,-112.62,87.034
42,1,42,186.234,109.054,0,66.2,137.163,24.724,NA,2.594,NA,-66.038,46.582
43,1,43,189.922,106.683,0,62.9,141.548,20.372,NA,4.384,NA,-32.735,33.302
44,1,44,193.61,104.576,0,56.9,145.795,16.214,NA,4.247,NA,-29.745,2.99
45,1,45,198.351,101.151,0,61.7,151.644,10.437,NA,5.849,NA,-35.838,-6.093
46,1,46,202.566,97.99,0,58.6,156.912,5.334,NA,5.268,NA,-36.87,-1.032
47,1,47,205.727,93.249,0,70.2,162.611,0.373,NA,5.699,NA,-56.31,-19.44
48,1,48,208.361,89.824,0,69.9,166.931,4.69,NA,4.32,NA,-52.431,3.879
49,1,49,208.888,86.663,0,75.6,170.135,7.657,NA,3.205,NA,-80.538,-28.106
50,1,50,208.624,84.029,0,105.6,172.783,9.996,NA,2.647,NA,-95.711,-15.173
51,1,51,207.571,81.658,0,111.9,175.377,12.04,NA,2.594,NA,-113.962,-18.252
52,1,52,206.78,81.132,0,47.9,176.327,12.45,NA,0.95,NA,-146.31,-32.347
53,1,53,201.775,78.761,0,65.2,181.865,15.205,NA,5.538,NA,-154.654,-8.344
54,1,54,200.195,82.976,0,51.6,186.366,11.78,NA,4.501,NA,110.556,-94.79
55,1,55,200.722,92.985,0,51.3,196.39,4.771,NA,10.024,NA,86.987,-23.569
56,1,56,201.775,96.41,0,69.2,199.972,4.69,NA,3.583,NA,72.897,-14.09
57,1,57,202.039,102.468,0,61.8,206.037,9.588,NA,6.064,NA,87.51,14.613
58,1,58,199.668,106.419,0,66.8,210.645,14.149,NA,4.608,NA,120.964,33.453
59,1,59,195.717,112.215,0,65.1,217.659,21.09,NA,7.014,NA,124.287,3.323
60,1,60,195.19,113.268,0,59.4,218.837,22.267,NA,1.178,NA,116.565,-7.722
61,1,61,195.453,111.951,0,60.5,220.18,20.981,NA,1.343,NA,-78.69,164.745
62,1,62,198.614,107.473,0,56.9,225.661,15.55,NA,5.481,NA,-54.782,23.908
63,1,63,202.829,100.097,0,58.2,234.156,7.093,NA,8.495,NA,-60.255,-5.473
64,1,64,205.463,96.41,0,55.1,238.688,2.898,NA,4.532,NA,-54.462,5.793
65,1,65,205.2,90.615,0,69.7,244.489,2.91,NA,5.801,NA,-92.603,-38.14
66,1,66,207.044,85.61,0,71.6,249.823,8.059,NA,5.334,NA,-69.775,22.827
67,1,67,207.571,83.502,0,62.9,251.995,10.229,NA,2.172,NA,-75.964,-6.189
68,1,68,206.253,83.239,0,44.5,253.338,10.304,NA,1.343,NA,-168.69,-92.726
69,1,69,204.936,84.819,0,57.1,255.395,8.709,NA,2.057,NA,129.806,-61.504
70,1,70,204.673,89.561,0,56,260.144,4.029,NA,4.749,NA,93.18,-36.626
71,1,71,203.092,96.41,0,59.6,267.173,3.744,NA,7.029,NA,102.995,9.815
72,1,72,203.883,104.049,0,57.2,274.853,10.654,NA,7.68,NA,84.094,-18.901
73,1,73,204.673,108,0,47.9,278.882,14.509,NA,4.029,NA,78.69,-5.404
74,1,74,204.936,105.102,0,55.9,281.792,11.602,NA,2.91,NA,-84.806,-163.496
75,1,75,207.307,101.678,0,116.4,285.957,8.371,NA,4.165,NA,-55.305,29.501
76,1,76,207.571,101.678,0,117.3,286.22,8.433,NA,0.263,NA,0,55.305
77,1,77,207.571,101.151,0,78.9,286.747,7.924,NA,0.527,NA,-90,-90
78,1,78,208.888,97.99,0,62.9,290.171,5.637,NA,3.424,NA,-67.38,22.62
79,1,79,208.888,94.302,0,74.6,293.859,3.514,NA,3.688,NA,-90,-22.62
80,1,80,209.678,91.141,0,62.9,297.117,4.836,NA,3.258,NA,-75.964,14.036
81,1,81,207.307,83.239,0,73.5,305.368,10.437,NA,8.25,NA,-106.699,-30.735
82,1,82,207.044,78.761,0,58.2,309.853,14.836,NA,4.486,NA,-93.366,13.333
83,1,83,207.571,74.283,0,54.8,314.362,19.344,NA,4.509,NA,-83.29,10.076
84,1,84,207.571,67.697,0,53.4,320.948,25.9,NA,6.585,NA,-90,-6.71
85,1,85,207.834,65.327,0,47.6,323.333,28.285,NA,2.385,NA,-83.66,6.34
86,1,86,207.834,66.644,0,76.8,324.65,26.973,NA,1.317,NA,90,173.66
87,1,87,208.624,69.015,0,71.1,327.149,24.701,NA,2.499,NA,71.565,-18.435
88,1,88,209.678,70.858,0,62.8,329.273,23.042,NA,2.124,NA,60.255,-11.31
89,1,89,207.571,71.385,0,107,331.445,22.227,NA,2.172,NA,165.964,105.709
90,1,90,207.571,74.546,0,45.7,334.606,19.083,NA,3.161,NA,90,-75.964
91,1,91,207.834,85.873,0,60.6,345.936,7.998,NA,11.33,NA,88.668,-1.332
92,1,92,212.575,102.205,0,60.7,362.942,11.231,NA,17.006,NA,73.811,-14.857
93,1,93,212.575,107.473,0,68.9,368.21,15.668,NA,5.268,NA,90,16.189
94,1,94,212.839,111.688,0,53.8,372.433,19.615,NA,4.223,NA,86.424,-3.576
95,1,95,212.575,111.688,0,54.9,372.696,19.518,NA,0.263,NA,180,93.576
96,1,96,210.732,110.107,0,58.5,375.125,17.411,NA,2.429,NA,-139.399,40.601
97,1,97,212.575,105.102,0,67.6,380.459,13.598,NA,5.334,NA,-69.775,69.624
98,1,98,212.312,102.205,0,56.3,383.368,11.067,NA,2.91,NA,-95.194,-25.419
99,1,99,211.522,98.254,0,52.6,387.398,7.693,NA,4.029,NA,-101.31,-6.116
100,1,100,211.785,93.512,0,62.1,392.146,6.322,NA,4.749,NA,-86.82,14.49
101,1,101,211.785,90.088,0,49.9,395.571,7.19,NA,3.424,NA,-90,-3.18
102,1,102,211.785,89.034,0,51.5,396.624,7.747,NA,1.054,NA,-90,0
103,1,103,211.785,90.088,0,52.5,397.678,7.19,NA,1.054,NA,90,180
104,1,104,212.312,88.244,0,79.5,399.596,8.641,NA,1.918,NA,-74.055,-164.055
105,1,105,213.366,87.717,0,71.4,400.774,9.8,NA,1.178,NA,-26.565,47.49
106,1,106,213.366,87.717,0,82.8,400.774,9.8,NA,0,NA,0,26.565
107,1,107,213.102,88.771,0,50,401.86,8.991,NA,1.086,NA,104.036,104.036
108,1,108,213.102,88.771,0,51.1,401.86,8.991,NA,0,NA,0,-104.036
109,1,109,213.102,86.4,0,61,404.231,10.437,NA,2.371,NA,-90,-90
110,1,110,212.049,81.132,0,63.1,409.603,14.023,NA,5.373,NA,-101.31,-11.31
111,1,111,210.205,77.707,0,61.7,413.493,16.501,NA,3.889,NA,-118.301,-16.991
112,1,112,210.205,78.234,0,55.7,414.019,15.997,NA,0.527,NA,90,-151.699
113,1,113,210.205,78.234,0,55.7,414.019,15.997,NA,0,NA,0,-90
